cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
2936,"(2,3,4,5-tetrahydroxy-6-phosphonooxycyclohexyl) dihydrogen phosphate",MCKAJXMRULSUKI-UHFFFAOYSA-N,MCKAJXMRULSUKI-UHFFFAOYSA-N,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O,,C6H14O12P2,340.12,340.114,339.99604987,0,20,0,1,C;H;O;P,-5.9,214,8,12,4,PubChem
2937,7-[5-(3-hydroxyoctylidene)-4-oxocyclopent-2-en-1-yl]hept-5-enoic acid,TUXFWOHFPFBNEJ-UHFFFAOYSA-N,TUXFWOHFPFBNEJ-UHFFFAOYSA-N,CCCCCC(O)CC=C1C(=O)C=CC1CC=CCCCC(=O)O,,C20H30O4,334.4,334.456,334.21440943,0,24,0,1,C;H;O,3.9,74.6,2,4,12,PubChem
2938,"10-methoxy-2-[2-[4-[3-[1-[2-(10-methoxy-7H-pyrido[4,3-c]carbazol-2-ium-2-yl)ethyl]piperidin-4-yl]propyl]piperidin-1-yl]ethyl]-7H-pyrido[4,3-c]carbazol-2-ium",OAPSNAJHSNYHAG-UHFFFAOYSA-P,OAPSNAJHSNYHAG-UHFFFAOYSA-P,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(CCCC6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1,,C49H56N6O2+2,761.0,761.027,760.44647505,2,57,0,1,C;H;N;O,10.2,64.3,2,4,12,PubChem
2939,"[hydroxy-[[5-(5-methyl-2,4-dioxopyrimidin-1-yl)-2,5-dihydrofuran-2-yl]methoxy]phosphoryl] phosphono hydrogen phosphate",ODSQODTUNULBHF-UHFFFAOYSA-N,ODSQODTUNULBHF-UHFFFAOYSA-N,Cc1cn(C2C=CC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,,C10H15N2O13P3,464.15,464.153,463.97869953,0,28,0,1,C;H;N;O;P,-4.1,218,5,13,8,PubChem
2940,"8-tricyclo[5.2.1.02,6]decanyloxymethanedithioate",PWLXJBSAUKKGCM-UHFFFAOYSA-M,PWLXJBSAUKKGCM-UHFFFAOYSA-M,S=C([S-])OC1CC2CC1C1CCCC21,,C11H15OS2-,227.4,227.374,227.05643244,-1,14,0,1,C;H;O;S,4.1,42.3,0,3,1,PubChem
2941,"8-tricyclo[5.2.1.02,6]decanyloxymethanedithioic acid",PWLXJBSAUKKGCM-UHFFFAOYSA-N,PWLXJBSAUKKGCM-UHFFFAOYSA-N,S=C(S)OC1CC2CC1C1CCCC21,,C11H16OS2,228.4,228.382,228.06425748,0,14,0,1,C;H;O;S,4.1,42.3,1,3,2,PubChem
2942,4-(dimethylaminodiazenyl)-1H-imidazole-5-carboxamide,FDKXTQMXEQVLRF-UHFFFAOYSA-N,FDKXTQMXEQVLRF-UHFFFAOYSA-N,CN(C)N=Nc1nc[nH]c1C(N)=O,,C6H10N6O,182.18,182.187,182.09160896,0,13,0,1,C;H;N;O,-0.6,99.7,2,5,3,PubChem
2943,"dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate",NPOJQCVWMSKXDN-UHFFFAOYSA-N,NPOJQCVWMSKXDN-UHFFFAOYSA-N,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,,C10H6Cl4O4,332.0,331.966,331.899069,0,18,0,1,C;Cl;H;O,4.4,52.6,0,4,4,PubChem
2946,"2,7-dimethyl-2,7-diazatricyclo[6.3.1.04,12]dodeca-1(12),3,8-triene-10,11-dione",NWBAIJSXHACZNH-UHFFFAOYSA-N,NWBAIJSXHACZNH-UHFFFAOYSA-N,CN1CCc2cn(C)c3c2C1=CC(=O)C3=O,,C12H12N2O2,216.24,216.24,216.089877630,0,16,0,1,C;H;N;O,0.4,42.3,0,3,0,PubChem
2947,"7-methyl-2,7-diazatricyclo[6.3.1.04,12]dodeca-1(12),3,8-triene-10,11-dione",JYLGJUYDUWMFOL-UHFFFAOYSA-N,JYLGJUYDUWMFOL-UHFFFAOYSA-N,CN1CCc2c[nH]c3c2C1=CC(=O)C3=O,,C11H10N2O2,202.21,202.213,202.074227566,0,15,0,1,C;H;N;O,0.5,53.2,1,3,0,PubChem
2948,"3-hydroxy-1-methoxy-9,10-dioxoanthracene-2-carbaldehyde",IPDMWUNUULAXLU-UHFFFAOYSA-N,IPDMWUNUULAXLU-UHFFFAOYSA-N,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,,C16H10O5,282.25,282.251,282.05282342,0,21,0,1,C;H;O,2.5,80.7,1,5,2,PubChem
2949,"17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol",POZRVZJJTULAOH-UHFFFAOYSA-N,POZRVZJJTULAOH-UHFFFAOYSA-N,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,,C22H27NO2,337.5,337.463,337.204179104,0,25,0,1,C;H;N;O,3.8,46.3,1,3,1,PubChem
2950,"1,8-dihydroxyanthracene-9,10-dione",QBPFLULOKWLNNW-UHFFFAOYSA-N,QBPFLULOKWLNNW-UHFFFAOYSA-N,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,,C14H8O4,240.21,240.214,240.04225873,0,18,0,1,C;H;O,3.2,74.6,2,4,0,PubChem
2951,3-[[5-(4-nitrophenyl)furan-2-yl]methylideneamino]-2-oxo-4H-imidazol-5-olate,OZOMQRBLCMDCEG-UHFFFAOYSA-M,OZOMQRBLCMDCEG-UHFFFAOYSA-M,O=C1N=C([O-])CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,,C14H9N4O5-,313.24,313.249,313.05729440,-1,23,0,1,C;H;N;O,2.7,127,0,6,3,PubChem
2952,"1-[[5-(4-nitrophenyl)furan-2-yl]methylideneamino]imidazolidine-2,4-dione",OZOMQRBLCMDCEG-UHFFFAOYSA-N,OZOMQRBLCMDCEG-UHFFFAOYSA-N,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,,C14H10N4O5,314.25,314.257,314.06511943,0,23,0,1,C;H;N;O,1.7,121,1,6,3,PubChem
2954,2-(4-carbamimidoylphenyl)-1H-indole-6-carboximidamide,FWBHETKCLVMNFS-UHFFFAOYSA-N,FWBHETKCLVMNFS-UHFFFAOYSA-N,N=C(N)c1ccc(-c2cc3ccc(C(=N)N)cc3[nH]2)cc1,,C16H15N5,277.32,277.331,277.13274550,0,21,0,1,C;H;N,1.6,116,5,2,3,PubChem
2955,4-(4-aminophenyl)sulfonylaniline,MQJKPEGWNLWLTK-UHFFFAOYSA-N,MQJKPEGWNLWLTK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,,C12H12N2O2S,248.30,248.307,248.06194880,0,17,0,1,C;H;N;O;S,1,94.6,2,4,2,PubChem
2956,"tert-butyl 2-[2-[[2-(3,5-difluorophenyl)acetyl]amino]propanoylamino]-2-phenylacetate",DWJXYEABWRJFSP-UHFFFAOYSA-N,DWJXYEABWRJFSP-UHFFFAOYSA-N,CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC(C(=O)OC(C)(C)C)c1ccccc1,,C23H26F2N2O4,432.5,432.467,432.18606364,0,31,0,1,C;F;H;N;O,3.7,84.5,2,6,9,PubChem
2957,"4-[2-(1-ethylpyridin-1-ium-2-yl)ethenyl]-N,N-dimethylaniline",VZWMLCVBIUHDKX-UHFFFAOYSA-N,VZWMLCVBIUHDKX-UHFFFAOYSA-N,CC[n+]1ccccc1C=Cc1ccc(N(C)C)cc1,,C17H21N2+,253.36,253.369,253.170473678,1,19,0,1,C;H;N,3.7,7.1,0,1,4,PubChem
2958,"9-acetyl-7-(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",STQGQHZAVUOBTE-UHFFFAOYSA-N,STQGQHZAVUOBTE-UHFFFAOYSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,,C27H29NO10,527.5,527.526,527.17914612,0,38,0,1,C;H;N;O,1.8,186,5,11,4,PubChem
2959,"9-acetyl-7-[(4-amino-5-hydroxy-2,3,3,5,6-pentamethyloxan-2-yl)methoxy]-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",YQXGVUYVJQGASW-UHFFFAOYSA-N,YQXGVUYVJQGASW-UHFFFAOYSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OCC1(C)OC(C)C(C)(O)C(N)C1(C)C,,C32H39NO10,597.7,597.661,597.25739644,0,43,0,1,C;H;N;O,2.4,186,5,11,5,PubChem
2961,"(2-docosa-4,7,10,13,16,19-hexaenoyloxy-3-hexadecoxypropyl) 2-(trimethylazaniumyl)ethyl phosphate",QQQQNYAHSSIZBU-UHFFFAOYSA-N,QQQQNYAHSSIZBU-UHFFFAOYSA-N,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,,C46H82NO7P,792.1,792.136,791.58289095,0,55,0,1,C;H;N;O;P,12.9,94.1,0,7,40,PubChem
2962,"2-[(2-docosa-4,7,10,13,16,19-hexaenoyloxy-3-hexadecoxypropoxy)-hydroxyphosphoryl]oxyethyl-trimethylazanium",QQQQNYAHSSIZBU-UHFFFAOYSA-O,QQQQNYAHSSIZBU-UHFFFAOYSA-O,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COCCCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C,,C46H83NO7P+,793.1,793.144,792.59071598,1,55,0,1,C;H;N;O;P,13,91.3,1,7,40,PubChem
2963,"2-(1-azatricyclo[7.3.1.05,13]trideca-5,7,9(13)-trien-7-ylmethylidene)propanedinitrile",LROAUBRDKLVBCP-UHFFFAOYSA-N,LROAUBRDKLVBCP-UHFFFAOYSA-N,N#CC(C#N)=Cc1cc2c3c(c1)CCCN3CCC2,,C16H15N3,249.31,249.317,249.126597491,0,19,0,1,C;H;N,2.9,50.8,0,3,1,PubChem
2964,"3-ethenyl-5,6,10,10b-tetrahydroxy-3,4a,7,7,10a-pentamethyl-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-1-one",WPDITXOBNLYZHH-UHFFFAOYSA-N,WPDITXOBNLYZHH-UHFFFAOYSA-N,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(O)C1C(C)(C)CCC(O)C12C,,C20H32O6,368.5,368.47,368.21988874,0,26,0,1,C;H;O,0.4,107,4,6,1,PubChem
2966,"3,4-dihydro-1H-isoquinoline-2-carboximidamide",JWPGJSVJDAJRLW-UHFFFAOYSA-N,JWPGJSVJDAJRLW-UHFFFAOYSA-N,N=C(N)N1CCc2ccccc2C1,,C10H13N3,175.23,175.235,175.110947427,0,13,0,1,C;H;N,0.8,53.1,2,1,1,PubChem
2967,"13-hydroxy-9-(1-hydroxyethyl)-3-[5-(3-hydroxyphenyl)-5-methoxypentan-2-yl]-4,14,16,16-tetramethyl-2,6,10,17-tetraoxatricyclo[11.3.1.11,5]octadecane-7,11-dione",REAZZDPREXHWNV-UHFFFAOYSA-N,REAZZDPREXHWNV-UHFFFAOYSA-N,COC(CCC(C)C1OC23CC(OC(=O)CC(C(C)O)OC(=O)CC(O)(O2)C(C)CC3(C)C)C1C)c1cccc(O)c1,,C32H48O10,592.7,592.726,592.32474772,0,42,0,1,C;H;O,4.2,141,3,10,7,PubChem
2968,trimethyl-[10-(trimethylazaniumyl)decyl]azanium,MTCUAOILFDZKCO-UHFFFAOYSA-N,MTCUAOILFDZKCO-UHFFFAOYSA-N,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,,C16H38N2+2,258.49,258.494,258.303499221,2,18,0,1,C;H;N,3.9,0,0,0,11,PubChem
2969,decanoic acid,GHVNFZFCNZKVNT-UHFFFAOYSA-N,GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O,,C10H20O2,172.26,172.268,172.146329876,0,12,0,1,C;H;O,4.1,37.3,1,2,8,PubChem
2970,"2-(6-aminopurin-9-yl)-2-(hydroxymethyl)-5-methylideneoxolane-3,4-diol",UZSSGAOAYPICBZ-UHFFFAOYSA-N,UZSSGAOAYPICBZ-UHFFFAOYSA-N,C=C1OC(CO)(n2cnc3c(N)ncnc32)C(O)C1O,,C11H13N5O4,279.25,279.256,279.09675391,0,20,0,1,C;H;N;O,-1.6,140,4,8,2,PubChem
2971,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",VMEGFMNVSYVVOM-UHFFFAOYSA-N,VMEGFMNVSYVVOM-UHFFFAOYSA-N,CCCCCCCCCCC1=C(C)C(=O)C(OC)=C(OC)C1=O,,C19H30O4,322.4,322.445,322.21440943,0,23,0,1,C;H;O,6,52.6,0,4,11,PubChem
2972,"3-hydroxy-1,2-dimethylpyridin-4-one",TZXKOCQBRNJULO-UHFFFAOYSA-N,TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(O)c(=O)ccn1C,,C7H9NO2,139.15,139.154,139.063328530,0,10,0,1,C;H;N;O,0.5,40.5,1,3,0,PubChem
2973,N-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentyl]-N'-(5-aminopentyl)-N'-hydroxybutanediamide,UBQYURCVBFRUQT-UHFFFAOYSA-N,UBQYURCVBFRUQT-UHFFFAOYSA-N,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,,C25H48N6O8,560.7,560.693,560.35336251,0,39,0,1,C;H;N;O,-2.1,206,6,9,23,PubChem
2974,"4-(10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl)pentanoate",OHXPGWPVLFPUSM-UHFFFAOYSA-M,OHXPGWPVLFPUSM-UHFFFAOYSA-M,CC(CCC(=O)[O-])C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,,C24H33O5-,401.5,401.523,401.23279915,-1,29,0,1,C;H;O,3.2,91.3,0,5,3,PubChem
2975,"4-(10,13-dimethyl-3,7,12-trioxo-1,2,4,5,6,8,9,11,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid",OHXPGWPVLFPUSM-UHFFFAOYSA-N,OHXPGWPVLFPUSM-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,,C24H34O5,402.5,402.531,402.24062418,0,29,0,1,C;H;O,2.6,88.5,1,5,4,PubChem
2976,"2-[2,3-dihydro-1H-inden-2-yl-[2-[(1-ethoxy-1-oxo-4-phenylbutan-2-yl)amino]propanoyl]amino]acetic acid",WOUOLAUOZXOLJQ-UHFFFAOYSA-N,WOUOLAUOZXOLJQ-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,,C26H32N2O5,452.5,452.551,452.23112213,0,33,0,1,C;H;N;O,1.7,95.9,2,6,12,PubChem
2977,"6,6,9-trimethyl-3-pentyl-6a,7,10,10a-tetrahydrobenzo[c]chromen-1-ol",HCAWPGARWVBULJ-UHFFFAOYSA-N,HCAWPGARWVBULJ-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,,C21H30O2,314.5,314.469,314.224580195,0,23,0,1,C;H;O,5.7,29.5,1,2,4,PubChem
2978,"6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol",CYQFCXCEBYINGO-UHFFFAOYSA-N,CYQFCXCEBYINGO-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,,C21H30O2,314.5,314.469,314.224580195,0,23,0,1,C;H;O,7,29.5,1,2,4,PubChem
2980,"1-N-[2-(2-aminopropylamino)ethyl]propane-1,2-diamine",NZNLWMMWMCQCIE-UHFFFAOYSA-N,NZNLWMMWMCQCIE-UHFFFAOYSA-N,CC(N)CNCCNCC(C)N,,C8H22N4,174.29,174.292,174.18444672,0,12,0,1,C;H;N,-1.6,76.1,4,4,7,PubChem
2981,"phenanthrene-9,10-diimine",ASBFNPBREVZDOE-UHFFFAOYSA-N,ASBFNPBREVZDOE-UHFFFAOYSA-N,N=C1C(=N)c2ccccc2-c2ccccc21,,C14H10N2,206.24,206.248,206.084398327,0,16,0,1,C;H;N,2.7,47.7,2,2,0,PubChem
2982,"[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",OWZREIFADZCYQD-UHFFFAOYSA-N,OWZREIFADZCYQD-UHFFFAOYSA-N,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,,C22H19Br2NO3,505.2,505.206,504.97112,0,28,0,1,Br;C;H;N;O,6.2,59.3,0,4,7,PubChem
2984,"1,3-dibutyl-7-(2-oxopropyl)purine-2,6-dione",HJPRDDKCXVCFOH-UHFFFAOYSA-N,HJPRDDKCXVCFOH-UHFFFAOYSA-N,CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,,C16H24N4O3,320.39,320.393,320.18484064,0,23,0,1,C;H;N;O,1.9,75.5,0,4,8,PubChem
2985,"heptadeca-9,16-dien-4,6-diyne-3,8-diol",XVWSXBIPJCKJCU-UHFFFAOYSA-N,XVWSXBIPJCKJCU-UHFFFAOYSA-N,C=CCCCCCC=CC(O)C#CC#CC(O)CC,,C17H24O2,260.4,260.377,260.177630004,0,19,0,1,C;H;O,3.9,40.5,2,2,9,PubChem
2986,"heptadeca-1,8,16-trien-4,6-diyne-3,10-diol",OVQWXPMFKIYGRC-UHFFFAOYSA-N,OVQWXPMFKIYGRC-UHFFFAOYSA-N,C=CCCCCCC(O)C=CC#CC#CC(O)C=C,,C17H22O2,258.35,258.361,258.161979940,0,19,0,1,C;H;O,3.7,40.5,2,2,9,PubChem
2987,"4-(3,12-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid",KXGVEGMKQFWNSR-UHFFFAOYSA-N,KXGVEGMKQFWNSR-UHFFFAOYSA-N,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,,C24H40O4,392.6,392.58,392.29265975,0,28,0,1,C;H;O,4.9,77.8,3,4,4,PubChem
2988,"4-(1,3-benzodioxol-5-ylmethyl)-3-[(3,4,5-trimethoxyphenyl)methyl]oxolan-2-one",GMLDZDDTZKXJLU-UHFFFAOYSA-N,GMLDZDDTZKXJLU-UHFFFAOYSA-N,COc1cc(CC2C(=O)OCC2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,,C22H24O7,400.4,400.427,400.15220310,0,29,0,1,C;H;O,3.8,72.5,0,7,7,PubChem
2989,"19-ethenyl-18-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-2,4,6,8,10,15-hexaen-14-one",BNDDTTIRGZIQSE-UHFFFAOYSA-N,BNDDTTIRGZIQSE-UHFFFAOYSA-N,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3Cc4cc5ccccc5nc4C3CC21,,C26H28N2O8,496.5,496.516,496.18456586,0,36,0,1,C;H;N;O,0.1,142,4,9,4,PubChem
2990,"N-(2,5-dihydroxyphenyl)-N-methylnitrous amide",HCJOLYFWJWJPTJ-UHFFFAOYSA-N,HCJOLYFWJWJPTJ-UHFFFAOYSA-N,CN(N=O)c1cc(O)ccc1O,,C7H8N2O3,168.15,168.152,168.05349212,0,12,0,1,C;H;N;O,1,73.1,2,5,1,PubChem
2991,"(17-acetyl-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl) propanoate",DRSFVGQMPYTGJY-UHFFFAOYSA-N,DRSFVGQMPYTGJY-UHFFFAOYSA-N,CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,C24H32O5,400.5,400.515,400.22497412,0,29,0,1,C;H;O,3.6,80.7,1,5,4,PubChem
2992,1-[3-[2-[3-(1-hydroxyethyl)oxiran-2-yl]ethenyl]oxiran-2-yl]prop-2-en-1-ol,DLVJMFOLJOOWFS-UHFFFAOYSA-N,DLVJMFOLJOOWFS-UHFFFAOYSA-N,C=CC(O)C1OC1C=CC1OC1C(C)O,,C11H16O4,212.24,212.245,212.10485899,0,15,0,1,C;H;O,-0.3,65.5,2,4,5,PubChem
2993,1-[10-(4-amino-2-methylquinolin-1-ium-1-yl)decyl]-2-methylquinolin-1-ium-4-amine,PCSWXVJAIHCTMO-UHFFFAOYSA-P,PCSWXVJAIHCTMO-UHFFFAOYSA-P,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,,C30H40N4+2,456.7,456.678,456.32529729,2,34,0,1,C;H;N,7.3,59.8,2,2,11,PubChem
2994,2-[[2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid,OCMQTALHBUOBFN-UHFFFAOYSA-N,OCMQTALHBUOBFN-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,,C19H28N4O5,392.4,392.456,392.20597001,0,28,0,1,C;H;N;O,-1.9,151,5,6,11,PubChem
2995,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine",HCYAFALTSJYZDH-UHFFFAOYSA-N,HCYAFALTSJYZDH-UHFFFAOYSA-N,CNCCCN1c2ccccc2CCc2ccccc21,,C18H22N2,266.4,266.388,266.178298710,0,20,0,1,C;H;N,4.9,15.3,1,2,4,PubChem
2997,"7-chloro-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",AKPLHCDWDRPJGD-UHFFFAOYSA-N,AKPLHCDWDRPJGD-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,,C15H11ClN2O,270.71,270.719,270.0559907,0,19,0,1,C;Cl;H;N;O,2.9,41.5,1,2,1,PubChem
2998,N-[(4-hydroxy-3-methoxyphenyl)methyl]nonanamide,RGOVYLWUIBMPGK-UHFFFAOYSA-N,RGOVYLWUIBMPGK-UHFFFAOYSA-N,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,,C17H27NO3,293.4,293.407,293.19909372,0,21,0,1,C;H;N;O,4.2,58.6,2,3,10,PubChem
2999,"13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14-decahydrocyclopenta[a]phenanthren-3-one",SIGSPDASOTUPFS-UHFFFAOYSA-N,SIGSPDASOTUPFS-UHFFFAOYSA-N,C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC,,C21H26O2,310.4,310.437,310.193280068,0,23,0,1,C;H;O,2.9,37.3,1,2,2,PubChem
3000,"9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-7,8,11,12,14,15,16,17-octahydro-6H-cyclopenta[a]phenanthren-3-one",VWVSBHGCDBMOOT-UHFFFAOYSA-N,VWVSBHGCDBMOOT-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,,C22H29FO4,376.5,376.468,376.20498756,0,27,0,1,C;F;H;O,2.3,74.6,2,5,2,PubChem
3001,"[2-(10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate",VPGRYOFKCNULNK-UHFFFAOYSA-N,VPGRYOFKCNULNK-UHFFFAOYSA-N,CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,C23H32O4,372.5,372.505,372.23005950,0,27,0,1,C;H;O,3.1,60.4,0,4,4,PubChem
3002,"[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [4-[[3-(ethylamino)-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutyl] hydrogen phosphate",ILWZMFJBPIYQKW-UHFFFAOYSA-N,ILWZMFJBPIYQKW-UHFFFAOYSA-N,CCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,,C21H36N7O16P3,735.5,735.474,735.14313908,0,47,0,1,C;H;N;O;P,-5.7,347,9,20,17,PubChem
3003,"9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",UREBDLICKHMUKA-UHFFFAOYSA-N,UREBDLICKHMUKA-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,C22H29FO5,392.5,392.467,392.19990218,0,28,0,1,C;F;H;O,1.9,94.8,3,6,2,PubChem
3004,"3-[2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethoxy]carbonylbenzenesulfonic acid",TWQWRHIQRAZHPR-UHFFFAOYSA-N,TWQWRHIQRAZHPR-UHFFFAOYSA-N,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,,C29H33FO9S,576.6,576.639,576.18293196,0,40,0,1,C;F;H;O;S,3.2,164,3,10,6,PubChem
3005,"[2-(9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] hexadecanoate",WDPYZTKOEFDTCU-UHFFFAOYSA-N,WDPYZTKOEFDTCU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,C38H59FO6,630.9,630.882,630.42956776,0,45,0,1,C;F;H;O,9.8,101,2,7,18,PubChem
